cliente,servico,review,sentimento_modelo,sentimento
Cliente_027,Streaming,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_148,Internet,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_153,Fibra Óptica,Equipe super preparada e educada.,5 stars,Positivo
Cliente_066,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_137,Fibra Óptica,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_092,Streaming,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_181,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_061,Streaming,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_166,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_003,Fibra Óptica,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_198,Internet,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_103,Streaming,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_055,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_001,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_101,Nuvem,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_198,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_045,Telefone,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_175,Internet,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_026,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_121,Internet,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_142,Streaming,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_182,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_199,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_046,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_122,Fibra Óptica,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_031,TV,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_059,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_029,Fibra Óptica,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_106,TV,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_017,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_142,TV,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_164,Fibra Óptica,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_186,Streaming,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_024,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_109,Telefone,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_191,Nuvem,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_091,Internet,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_025,Streaming,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_187,Streaming,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_032,TV,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_116,Nuvem,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_082,Streaming,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_110,Fibra Óptica,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_146,Nuvem,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_037,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_026,Fibra Óptica,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_137,TV,Equipe super preparada e educada.,5 stars,Positivo
Cliente_064,Telefone,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_072,Fibra Óptica,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_148,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_182,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_106,Nuvem,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_086,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_158,Internet,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_053,Nuvem,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_092,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_099,Telefone,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_191,Fibra Óptica,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_011,Telefone,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_031,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_177,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_100,Nuvem,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_087,Telefone,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_147,Nuvem,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_140,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_015,TV,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_159,Fibra Óptica,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_171,Streaming,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_101,Nuvem,Não resolve meu problema nunca.,1 star,Negativo
Cliente_165,Nuvem,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_029,TV,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_114,Nuvem,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_107,TV,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_154,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_108,Telefone,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_130,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_084,TV,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_015,Streaming,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_132,Nuvem,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_050,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_166,Telefone,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_023,Internet,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_059,TV,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_090,Internet,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_115,Nuvem,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_075,TV,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_156,Internet,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_194,Streaming,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_123,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_136,Streaming,Equipe super preparada e educada.,5 stars,Positivo
Cliente_157,Telefone,Não resolve meu problema nunca.,1 star,Negativo
Cliente_139,Nuvem,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_018,Fibra Óptica,Equipe super preparada e educada.,5 stars,Positivo
Cliente_183,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_050,TV,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_142,Nuvem,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_118,Internet,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_137,TV,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_139,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_191,Fibra Óptica,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_108,Fibra Óptica,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_067,TV,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_181,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_167,TV,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_078,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_184,Telefone,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_156,Fibra Óptica,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_075,Streaming,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_039,Streaming,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_025,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_021,Telefone,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_138,TV,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_171,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_015,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_048,Streaming,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_086,Streaming,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_149,TV,Não resolve meu problema nunca.,1 star,Negativo
Cliente_188,Streaming,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_116,TV,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_050,TV,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_151,Fibra Óptica,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_141,TV,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_069,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_004,Internet,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_078,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_200,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_009,Telefone,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_121,Nuvem,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_115,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_163,TV,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_101,Streaming,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_149,Internet,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_186,Nuvem,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_146,Nuvem,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_097,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_200,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_081,Telefone,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_043,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_095,Telefone,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_006,Fibra Óptica,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_067,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_140,Nuvem,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_100,Internet,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_012,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_066,Internet,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_002,Telefone,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_143,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_151,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_157,Telefone,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_081,Fibra Óptica,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_135,TV,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_156,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_142,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_172,Internet,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_158,Telefone,Não resolve meu problema nunca.,1 star,Negativo
Cliente_160,Telefone,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_070,Nuvem,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_115,Fibra Óptica,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_088,Nuvem,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_006,TV,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_027,Telefone,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_082,Nuvem,Não resolve meu problema nunca.,1 star,Negativo
Cliente_088,Telefone,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_120,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_024,Nuvem,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_102,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_034,Nuvem,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_168,Telefone,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_047,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_024,Streaming,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_065,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_018,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_044,Internet,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_076,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_057,Streaming,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_107,Internet,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_156,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_124,Internet,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_199,Telefone,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_151,Fibra Óptica,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_162,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_139,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_163,Nuvem,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_116,Internet,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_093,Telefone,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_042,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_028,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_123,Fibra Óptica,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_024,Telefone,Não resolve meu problema nunca.,1 star,Negativo
Cliente_136,TV,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_106,TV,Equipe super preparada e educada.,5 stars,Positivo
Cliente_118,Nuvem,Equipe super preparada e educada.,5 stars,Positivo
Cliente_053,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_200,TV,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_132,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_100,Fibra Óptica,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_005,Streaming,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_049,Streaming,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_098,Fibra Óptica,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_030,Streaming,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_072,Fibra Óptica,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_103,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_063,Telefone,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_175,Fibra Óptica,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_026,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_185,Nuvem,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_037,Fibra Óptica,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_007,TV,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_127,Nuvem,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_168,TV,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_092,Nuvem,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_167,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_190,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_103,Fibra Óptica,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_053,Nuvem,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_132,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_108,TV,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_112,Nuvem,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_153,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_007,TV,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_156,Streaming,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_197,Fibra Óptica,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_067,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_108,Telefone,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_111,Streaming,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_148,Fibra Óptica,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_083,Nuvem,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_124,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_139,Nuvem,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_104,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_067,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_007,Fibra Óptica,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_151,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_189,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_199,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_110,TV,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_034,Streaming,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_106,Telefone,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_147,Nuvem,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_058,Streaming,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_009,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_048,TV,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_115,Streaming,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_041,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_048,Fibra Óptica,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_173,Fibra Óptica,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_025,Streaming,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_116,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
