cliente,servico,review
Cliente_019,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_017,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_069,TV,Atendimento rápido e eficiente.
Cliente_167,Fibra Óptica,"Cobrança correta, sem surpresas."
Cliente_117,TV,"Experiência comum, igual a outras empresas."
Cliente_199,Telefone,"Experiência comum, igual a outras empresas."
Cliente_081,Internet,Atendimento demorado e ineficiente.
Cliente_039,Fibra Óptica,Ainda estou avaliando o serviço.
Cliente_036,Internet,"Nada a reclamar, tudo dentro do esperado."
Cliente_168,Nuvem,"É um serviço ok, cumpre o que promete."
Cliente_173,Streaming,"Serviço comum, nem bom nem ruim."
Cliente_132,TV,"Fui muito bem atendido, recomendo!"
Cliente_153,Fibra Óptica,"É um serviço ok, cumpre o que promete."
Cliente_197,TV,"Quero cancelar, só dor de cabeça."
Cliente_158,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_196,Nuvem,Ainda estou avaliando o serviço.
Cliente_029,TV,Poderiam oferecer mais opções.
Cliente_196,Fibra Óptica,Equipe super preparada e educada.
Cliente_051,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_152,Telefone,"Muito lento, sempre com problemas."
Cliente_014,Streaming,"Muito lento, sempre com problemas."
Cliente_069,TV,"O sinal cai toda hora, não gosto."
Cliente_146,TV,Funcionou perfeitamente durante a viagem.
Cliente_170,Fibra Óptica,"Cobrança correta, sem surpresas."
Cliente_057,TV,"Fui muito bem atendido, recomendo!"
Cliente_012,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_017,TV,Péssimo suporte ao cliente.
Cliente_030,Nuvem,O atendimento poderia ser melhor.
Cliente_088,Internet,Atendimento demorado e ineficiente.
Cliente_099,TV,Nota 10! Melhor experiência que já tive.
Cliente_023,Internet,Nota 10! Melhor experiência que já tive.
Cliente_129,Telefone,Não resolve meu problema nunca.
Cliente_079,Streaming,Estou muito insatisfeito com o serviço.
Cliente_032,Telefone,"Muito lento, sempre com problemas."
Cliente_009,TV,"Fui muito bem atendido, recomendo!"
Cliente_015,Fibra Óptica,"É um serviço ok, cumpre o que promete."
Cliente_156,Telefone,Não resolve meu problema nunca.
Cliente_152,Nuvem,"Nada a reclamar, tudo dentro do esperado."
Cliente_188,Internet,Estou muito insatisfeito com o serviço.
Cliente_163,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_027,Fibra Óptica,Nunca consigo falar com o suporte.
Cliente_109,TV,Péssimo suporte ao cliente.
Cliente_076,Nuvem,Atendimento cordial e sem enrolação.
Cliente_148,Internet,Funcionou perfeitamente durante a viagem.
Cliente_065,Nuvem,Estou gostando bastante do serviço.
Cliente_177,Telefone,Estou muito insatisfeito com o serviço.
Cliente_109,TV,"Serviço razoável, mas melhorou ultimamente."
Cliente_129,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_010,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_047,Telefone,"Muito lento, sempre com problemas."
Cliente_123,Fibra Óptica,O app poderia ser mais rápido.
Cliente_059,Streaming,Estou muito insatisfeito com o serviço.
Cliente_096,TV,Atendimento demorado e ineficiente.
Cliente_190,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_103,TV,Atendimento demorado e ineficiente.
Cliente_124,Internet,Nunca consigo falar com o suporte.
Cliente_086,TV,Péssimo suporte ao cliente.
Cliente_146,TV,O atendimento poderia ser melhor.
Cliente_112,Internet,Estou muito insatisfeito com o serviço.
Cliente_174,Telefone,"Cobrança correta, sem surpresas."
Cliente_160,TV,"Serviço razoável, mas melhorou ultimamente."
Cliente_027,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_018,TV,Muito bom! Surpreendeu minhas expectativas.
Cliente_167,Telefone,Atendimento demorado e ineficiente.
Cliente_177,Fibra Óptica,"Experiência comum, igual a outras empresas."
Cliente_082,Internet,Péssimo! Nunca mais contrato.
Cliente_172,Fibra Óptica,Péssimo! Nunca mais contrato.
Cliente_072,Telefone,"Cobrança correta, sem surpresas."
Cliente_054,Streaming,Ainda estou avaliando o serviço.
Cliente_162,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_071,TV,"Muito lento, sempre com problemas."
Cliente_164,TV,Estou gostando bastante do serviço.
Cliente_146,Internet,"Experiência comum, igual a outras empresas."
Cliente_038,TV,Muito bom! Surpreendeu minhas expectativas.
Cliente_187,Nuvem,Atendimento cordial e sem enrolação.
Cliente_137,Nuvem,Atendimento rápido e eficiente.
Cliente_200,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_179,Telefone,"Muito lento, sempre com problemas."
Cliente_035,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_082,Streaming,"Nada a reclamar, tudo dentro do esperado."
Cliente_133,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_142,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_158,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_004,Internet,Ainda estou avaliando o serviço.
Cliente_167,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente."
Cliente_192,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_153,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_156,TV,Péssimo suporte ao cliente.
Cliente_194,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_150,Nuvem,Atendimento rápido e eficiente.
Cliente_159,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_023,Internet,"O sinal cai toda hora, não gosto."
Cliente_048,Streaming,Nunca consigo falar com o suporte.
Cliente_148,Streaming,Péssimo suporte ao cliente.
Cliente_125,Telefone,Atendimento demorado e ineficiente.
Cliente_166,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_055,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_068,Streaming,"O sinal cai toda hora, não gosto."
Cliente_088,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_001,Fibra Óptica,"Quero cancelar, só dor de cabeça."
Cliente_135,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_185,TV,Nunca consigo falar com o suporte.
Cliente_095,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_140,Telefone,"Cobrança correta, sem surpresas."
Cliente_106,TV,"Fui muito bem atendido, recomendo!"
Cliente_133,Telefone,Poderiam oferecer mais opções.
Cliente_108,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_178,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_042,Streaming,"Nada a reclamar, tudo dentro do esperado."
Cliente_102,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_124,TV,"O sinal cai toda hora, não gosto."
Cliente_140,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_103,Internet,"É um serviço ok, cumpre o que promete."
Cliente_146,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_194,Telefone,Não resolve meu problema nunca.
Cliente_074,Streaming,Péssimo suporte ao cliente.
Cliente_108,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_122,Nuvem,Atendimento cordial e sem enrolação.
Cliente_017,Telefone,Atendimento rápido e eficiente.
Cliente_196,Internet,"Nada a reclamar, tudo dentro do esperado."
Cliente_071,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_062,Telefone,Nunca consigo falar com o suporte.
Cliente_041,TV,"Fui muito bem atendido, recomendo!"
Cliente_119,Nuvem,Estou gostando bastante do serviço.
Cliente_162,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_198,Nuvem,Atendimento demorado e ineficiente.
Cliente_045,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_058,Internet,Nunca consigo falar com o suporte.
Cliente_179,TV,Estou gostando bastante do serviço.
Cliente_126,Streaming,Poderiam oferecer mais opções.
Cliente_162,Telefone,Péssimo! Nunca mais contrato.
Cliente_044,Internet,"Serviço comum, nem bom nem ruim."
Cliente_015,Nuvem,Poderiam oferecer mais opções.
Cliente_078,Fibra Óptica,Péssimo suporte ao cliente.
Cliente_070,Nuvem,Nota 10! Melhor experiência que já tive.
Cliente_178,Fibra Óptica,Ainda estou avaliando o serviço.
Cliente_101,Fibra Óptica,"Nada a reclamar, tudo dentro do esperado."
Cliente_160,Internet,Funcionou perfeitamente durante a viagem.
Cliente_195,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_003,Streaming,O atendimento poderia ser melhor.
Cliente_086,Telefone,Péssimo suporte ao cliente.
Cliente_074,TV,Funciona na maior parte do tempo.
Cliente_051,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_067,Fibra Óptica,Não resolve meu problema nunca.
Cliente_076,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_093,TV,Atendimento cordial e sem enrolação.
Cliente_176,Nuvem,O atendimento poderia ser melhor.
Cliente_145,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_007,TV,"Experiência comum, igual a outras empresas."
Cliente_013,Fibra Óptica,"Serviço comum, nem bom nem ruim."
Cliente_120,Streaming,"Experiência comum, igual a outras empresas."
Cliente_066,Fibra Óptica,Funcionou perfeitamente durante a viagem.
Cliente_004,Internet,Atendimento rápido e eficiente.
Cliente_138,TV,"Quero cancelar, só dor de cabeça."
Cliente_088,Telefone,Poderiam oferecer mais opções.
Cliente_017,TV,"Muito lento, sempre com problemas."
Cliente_052,Nuvem,Não resolve meu problema nunca.
Cliente_134,Fibra Óptica,Equipe super preparada e educada.
Cliente_069,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_137,Streaming,Estou gostando bastante do serviço.
Cliente_021,TV,"Muito lento, sempre com problemas."
Cliente_024,Streaming,Ainda estou avaliando o serviço.
Cliente_004,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_152,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_187,Fibra Óptica,"Resolveu meu problema na hora, parabéns!"
Cliente_003,Nuvem,Nota 10! Melhor experiência que já tive.
Cliente_068,Internet,Poderiam oferecer mais opções.
Cliente_101,Telefone,Atendimento rápido e eficiente.
Cliente_168,Telefone,Ainda estou avaliando o serviço.
Cliente_176,Internet,"Experiência comum, igual a outras empresas."
Cliente_054,TV,Funcionou perfeitamente durante a viagem.
Cliente_035,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_056,TV,Péssimo suporte ao cliente.
Cliente_108,TV,Péssimo suporte ao cliente.
Cliente_040,Fibra Óptica,Nota 10! Melhor experiência que já tive.
Cliente_068,Nuvem,Atendimento demorado e ineficiente.
Cliente_046,Telefone,Péssimo! Nunca mais contrato.
Cliente_078,Streaming,Não resolve meu problema nunca.
Cliente_141,Internet,"Quero cancelar, só dor de cabeça."
Cliente_155,Telefone,"O sinal cai toda hora, não gosto."
Cliente_006,TV,"Serviço razoável, mas melhorou ultimamente."
Cliente_017,Internet,"Nada a reclamar, tudo dentro do esperado."
Cliente_164,Streaming,Atendimento demorado e ineficiente.
Cliente_099,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_081,Telefone,Estou muito insatisfeito com o serviço.
Cliente_002,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_077,Telefone,Ainda estou avaliando o serviço.
Cliente_180,Telefone,"Experiência comum, igual a outras empresas."
Cliente_066,Streaming,O atendimento poderia ser melhor.
Cliente_052,Streaming,Péssimo suporte ao cliente.
Cliente_092,Internet,Atendimento demorado e ineficiente.
Cliente_171,TV,Não resolve meu problema nunca.
Cliente_022,Streaming,Atendimento rápido e eficiente.
Cliente_111,Internet,"Fui muito bem atendido, recomendo!"
Cliente_107,Telefone,"É um serviço ok, cumpre o que promete."
Cliente_183,Internet,"O sinal cai toda hora, não gosto."
Cliente_067,Internet,"Serviço razoável, mas melhorou ultimamente."
Cliente_188,Internet,Funciona na maior parte do tempo.
Cliente_186,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente."
Cliente_140,Internet,Atendimento demorado e ineficiente.
Cliente_069,Streaming,Ainda estou avaliando o serviço.
Cliente_084,Fibra Óptica,Péssimo suporte ao cliente.
Cliente_103,TV,Poderiam oferecer mais opções.
Cliente_039,Internet,"Quero cancelar, só dor de cabeça."
Cliente_013,Nuvem,"Nada a reclamar, tudo dentro do esperado."
Cliente_041,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_057,Telefone,Estou gostando bastante do serviço.
Cliente_181,Fibra Óptica,Nota 10! Melhor experiência que já tive.
Cliente_012,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_013,Telefone,Atendimento demorado e ineficiente.
Cliente_120,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_097,Telefone,Equipe super preparada e educada.
Cliente_057,Internet,"Serviço comum, nem bom nem ruim."
Cliente_040,TV,Funciona na maior parte do tempo.
Cliente_118,Fibra Óptica,Péssimo suporte ao cliente.
Cliente_080,Nuvem,Atendimento rápido e eficiente.
Cliente_128,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_173,Streaming,O atendimento poderia ser melhor.
Cliente_035,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_003,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_120,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_005,Streaming,Estou gostando bastante do serviço.
Cliente_011,Nuvem,"Nada a reclamar, tudo dentro do esperado."
Cliente_126,Internet,Nota 10! Melhor experiência que já tive.
Cliente_071,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_117,Fibra Óptica,Nunca consigo falar com o suporte.
Cliente_184,Telefone,O app poderia ser mais rápido.
Cliente_138,Fibra Óptica,"Muito lento, sempre com problemas."
Cliente_106,Fibra Óptica,Poderiam oferecer mais opções.
Cliente_116,Internet,Não resolve meu problema nunca.
Cliente_162,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_067,TV,"O sinal cai toda hora, não gosto."
Cliente_200,Streaming,Nunca consigo falar com o suporte.
Cliente_031,Nuvem,"Serviço razoável, mas melhorou ultimamente."
Cliente_075,TV,Atendimento cordial e sem enrolação.
Cliente_071,Telefone,Equipe super preparada e educada.
Cliente_066,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_070,Nuvem,Funciona na maior parte do tempo.
Cliente_041,Streaming,"Experiência comum, igual a outras empresas."
Cliente_191,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_160,Fibra Óptica,"Muito lento, sempre com problemas."
Cliente_020,TV,Funcionou perfeitamente durante a viagem.
Cliente_185,Streaming,"Serviço razoável, mas melhorou ultimamente."
Cliente_178,Telefone,Péssimo! Nunca mais contrato.
Cliente_153,Streaming,Atendimento cordial e sem enrolação.
Cliente_140,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_199,TV,"Quero cancelar, só dor de cabeça."
Cliente_039,TV,Atendimento cordial e sem enrolação.
Cliente_145,Internet,Equipe super preparada e educada.
Cliente_045,Streaming,"O sinal cai toda hora, não gosto."
Cliente_139,Internet,Funciona na maior parte do tempo.
Cliente_070,Nuvem,Estou gostando bastante do serviço.
Cliente_125,Internet,"Cobrança correta, sem surpresas."
Cliente_151,Streaming,"Nada a reclamar, tudo dentro do esperado."
Cliente_091,Internet,Não resolve meu problema nunca.
Cliente_070,Telefone,"Serviço comum, nem bom nem ruim."
Cliente_166,Fibra Óptica,Equipe super preparada e educada.
Cliente_130,Internet,"Muito lento, sempre com problemas."
Cliente_084,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_089,Internet,Não resolve meu problema nunca.
Cliente_079,Streaming,"Serviço razoável, mas melhorou ultimamente."
Cliente_113,Nuvem,"Muito lento, sempre com problemas."
Cliente_093,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_072,Fibra Óptica,"Experiência comum, igual a outras empresas."
Cliente_165,Streaming,Atendimento cordial e sem enrolação.
Cliente_049,Streaming,O atendimento poderia ser melhor.
Cliente_052,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_033,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_022,TV,Equipe super preparada e educada.
Cliente_114,Internet,"O sinal cai toda hora, não gosto."
Cliente_133,Streaming,Equipe super preparada e educada.
Cliente_018,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_166,Streaming,"Experiência comum, igual a outras empresas."
Cliente_118,Nuvem,Atendimento cordial e sem enrolação.
Cliente_117,Streaming,"Nada a reclamar, tudo dentro do esperado."
Cliente_037,Internet,Atendimento rápido e eficiente.
Cliente_064,Streaming,O app poderia ser mais rápido.
Cliente_138,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_079,Telefone,"O sinal cai toda hora, não gosto."
Cliente_170,TV,"Muito lento, sempre com problemas."
Cliente_123,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_176,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_044,Fibra Óptica,Poderiam oferecer mais opções.
Cliente_082,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_087,TV,O atendimento poderia ser melhor.
Cliente_016,TV,Funcionou perfeitamente durante a viagem.
Cliente_054,TV,"Fui muito bem atendido, recomendo!"
Cliente_102,Internet,Nunca consigo falar com o suporte.
Cliente_163,Telefone,"É um serviço ok, cumpre o que promete."
Cliente_098,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_156,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_002,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_094,Telefone,Atendimento demorado e ineficiente.
Cliente_141,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_169,Internet,"Cobrança correta, sem surpresas."
Cliente_059,Fibra Óptica,Nota 10! Melhor experiência que já tive.
Cliente_069,Internet,Péssimo! Nunca mais contrato.
Cliente_119,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente."
Cliente_092,Fibra Óptica,"Experiência comum, igual a outras empresas."
Cliente_181,Internet,Poderiam oferecer mais opções.
